LSOA21CD,Population,Households,Working_population,Students,Unemployed,Age_over_65,Disability,No_central_heating,Overcrowding,Working_from_home
E01006730,1402,536,530,79,4.1284404,15.7183499,28.3880171,8,21,84
E01006884,1389,624,623,40,1.3710368,30.4535637,18.2145428,4,9,183
E01006821,1482,678,524,67,4.7945205,16.183412,28.4750337,11,30,49
E01006527,1383,649,652,49,2.6563839,21.6981132,22.3427332,12,12,248
E01006781,1324,573,686,71,2.9488291,19.8944989,19.2598187,8,7,190
E01034404,2194,426,651,1307,1.1730205,5.5606199,12.2151322,8,7,250
E01006620,1396,623,597,73,2.4472574,28.2327586,22.8510029,9,11,184
E01006731,1222,474,459,75,4.2372881,15.497553,28.396072,9,12,61
E01006885,1306,580,606,44,1.1596789,29.9465241,17.0750383,2,5,223
E01006871,1715,745,659,60,4.804139,16.298021,29.4460641,14,32,66
E01006782,1486,635,737,83,3.4166667,13.7676293,19.8519515,15,15,193
E01006680,1492,582,700,78,1.7959184,24.8993289,16.4209115,3,6,288
E01006520,1564,1059,975,110,3.7914692,13.7843012,21.9309463,21,11,407
E01006732,1720,623,535,156,4.7854785,10.1280559,25.1162791,9,25,50
E01006886,1244,574,532,47,0.7380074,32.9317269,20.0160772,1,10,152
E01006832,1693,812,847,92,5.7265569,8.4316038,20.3780272,17,23,162
E01006784,1215,533,643,50,2.5793651,17.5020542,21.563786,16,14,167
E01006682,1265,490,583,54,1.5625,23.9747634,13.4387352,11,6,252
E01006549,1454,772,747,256,4.5899172,8.4536082,19.4635488,23,31,252
E01006683,1525,585,729,85,1.3256007,18.9914866,14.9508197,3,7,283
E01006621,1610,653,754,80,1.9359643,25.0931677,17.0807453,10,6,249
E01006785,1712,771,799,82,4.4412607,16.4719626,23.5981308,36,10,190
E01006675,2002,1113,930,160,7.7272727,10.2897103,25.7742258,37,48,329
E01006686,1352,527,628,56,2.2563177,23.9852399,15.9763314,6,7,223
E01006834,1276,638,584,43,4.2990654,16.9278997,29.3887147,24,26,101
E01006887,1345,597,565,51,3.1000886,28.9532294,25.1301115,10,11,141
E01006622,1530,585,794,90,1.0350318,21.8300654,15.620915,4,8,245
E01006611,1332,685,483,83,7.7651515,9.5345345,26.1261261,28,36,74
E01006786,2305,739,965,106,3.3349681,14.2112125,24.2950108,17,10,282
E01006677,1571,657,616,105,5.1502146,6.8022886,19.9236155,12,51,187
E01006534,1891,748,892,95,2.6791695,14.7853736,17.8212586,14,15,284
E01006877,1566,886,647,64,3.3381713,21.2412028,31.4814815,42,13,94
E01006802,1591,723,719,52,1.4662757,29.4339623,20.8045255,5,9,184
E01006640,1909,758,873,108,2.3872679,17.2431866,18.4913567,5,13,249
E01006614,1113,557,446,43,5.7268722,16.1406673,25.965858,25,20,79
E01006518,1835,815,598,127,4.4518272,21.6584834,30.9536785,31,74,123
E01006535,1659,654,738,71,2.6618705,20.747889,26.1000603,16,16,230
E01006880,1355,756,492,46,4.7914818,16.9504071,32.9889299,8,17,74
E01006804,1512,659,641,54,1.6666667,31.064111,24.0079365,4,12,161
E01006776,1840,902,791,79,4.1854475,19.7282609,24.4565217,14,24,170
E01006615,1396,689,584,69,5.840708,13.9985642,26.2893983,20,30,71
E01006661,1648,727,603,77,3.5222052,19.331307,27.7912621,23,42,63
E01006779,2031,920,682,164,3.6813518,18.9069424,31.708518,12,34,112
E01006881,1430,758,560,65,5.7595993,16.4106145,30.4195804,13,16,96
E01006536,1816,802,809,77,2.661344,18.7568757,25.3303965,24,17,196
E01006662,1904,804,645,84,2.4025974,27.3728369,35.1365546,13,31,95
E01034398,1149,481,505,64,3.8150289,11.2860892,19.5822454,7,17,118
E01006698,1563,678,628,85,3.9215686,15.3846154,25.2079335,19,27,118
E01006806,1411,614,617,64,0.89141,35.5823864,19.135365,3,3,158
E01006863,1645,891,688,60,4.0830946,19.4038929,29.5440729,19,23,126
E01006630,2187,956,1017,141,4.8963134,8.040201,18.609968,19,53,287
E01006681,1533,691,613,75,2.7777778,24.3648208,23.2876712,9,13,197
E01006663,1102,484,508,56,3.4988713,13.5086129,21.7785844,6,13,114
E01034399,1079,586,413,63,4.640884,20.1851852,28.6376274,23,23,63
E01006700,1570,665,553,102,6.4,17.1665603,28.6624204,14,29,85
E01006807,1324,584,528,45,1.1363636,38.2107657,20.0906344,6,6,173
E01006864,1915,900,1054,72,2.1631644,15.4407929,18.1723238,14,17,313
E01006664,1955,830,717,80,4.7949965,13.183444,24.8081841,20,43,109
E01006530,1417,603,648,60,1.5490534,25.9520451,16.5843331,7,5,208
E01034400,1066,547,385,106,5.9217877,13.6406397,31.8011257,9,15,82
E01006623,1309,519,611,78,1.8181818,28.7566743,18.5637892,4,7,170
E01006803,1401,610,691,52,1.9623876,28.5612026,17.2733762,5,8,193
E01033793,1290,537,780,28,2.3023023,7.9783114,13.255814,4,5,263
E01006632,1785,853,730,119,4.1172366,13.1165919,26.162465,16,41,154
E01006805,1534,622,659,78,2.3731588,20.0522534,20.7953064,5,21,155
E01006560,1900,948,624,100,5.0261097,17.4986863,31.6842105,15,50,74
E01006624,1548,710,660,75,3.9370079,21.6408269,25.2583979,21,22,137
E01006669,1457,548,782,93,2.7118644,12.1399177,15.9231297,6,13,168
E01033794,1716,789,706,57,3.3232628,16.6763848,24.1258741,5,30,159
E01006676,1979,794,577,201,6.0542797,8.1313131,21.5765538,18,83,120
E01006531,1435,658,601,52,1.1541632,32.2873082,19.0940767,6,8,194
E01006808,1183,534,572,40,1.6409266,29.1278577,18.7658495,14,3,147
E01006564,1629,780,635,74,3.6791759,27.3619632,26.7648864,10,25,113
E01006627,1370,593,642,69,2.5777778,21.3186813,19.270073,15,8,149
E01006654,1367,625,672,74,2.6863085,18.0819912,22.1653255,19,9,134
E01006845,1772,849,958,80,3.3579584,12.2391427,22.4040632,20,24,140
E01006678,1928,948,701,173,4.9273531,16.4932362,29.1493776,16,45,204
E01006533,1348,601,581,90,2.5394046,27.0230141,21.4391691,4,11,212
E01006809,1333,599,595,40,1.9930676,32.408102,21.6054014,6,5,161
E01006671,1285,502,557,71,4.0665434,18.4867395,23.3463035,3,9,124
E01006659,1828,537,550,59,5.9190031,8.9071038,35.7221007,12,18,93
E01006870,1424,697,679,69,4.1631266,13.9142656,22.8932584,14,20,107
E01006706,1313,560,459,68,3.7249284,17.6560122,30.6169078,9,24,73
E01006537,2521,1091,1350,104,2.2942643,13.7083994,16.1840539,24,24,343
E01006849,1466,645,552,59,3.9130435,17.1991842,27.0122783,4,12,91
E01006538,1270,509,603,71,2.764977,21.3101815,18.0314961,10,14,149
E01006646,2159,935,782,390,3.8564542,10.8183079,27.4201019,22,53,172
E01006850,1593,767,653,68,3.0487805,20.3645506,28.3113622,5,8,116
E01006707,1406,584,538,65,3.9522059,18.75,27.2403983,8,27,90
E01006699,1730,754,609,102,4.6581518,13.9803582,28.2080925,13,40,76
E01006519,1315,523,624,70,1.9337017,24.3161094,15.2851711,6,6,289
E01006872,1587,867,707,46,4.2335766,15.0409062,27.7882798,18,34,93
E01006648,2379,1073,957,419,2.8907398,13.0306852,24.7583018,30,42,234
E01006851,1333,595,637,47,2.0087336,25.975976,23.555889,5,7,168
E01006708,1862,747,755,116,2.779661,17.0784103,26.745435,4,27,148
E01006701,1589,745,666,98,3.129771,18.628068,22.5928257,23,40,107
E01006684,2178,979,1085,101,1.7316017,22.5688073,16.4370983,14,9,451
E01006873,1518,628,484,61,5.2120141,15.7030223,30.3689065,8,26,42
E01006540,1780,811,607,113,6.4399421,9.8820887,26.0674157,21,50,98
E01006852,1251,526,592,35,2.340824,27.9552716,18.4652278,6,9,127
E01006702,1655,752,671,104,5.4176072,15.2082076,23.8670695,23,44,115
E01006685,1494,596,623,95,2.3181455,25.9185037,21.7536814,12,5,229
E01006874,1372,636,434,36,5.6862745,12.8186453,29.9562682,11,40,51
E01006563,1712,877,483,180,4.8028674,20.3042715,33.0607477,13,44,53
E01006853,1703,740,879,60,1.910828,18.0645161,17.7334116,6,6,189
E01006856,1527,709,866,66,1.6826923,14.1453831,14.9967256,6,8,316
E01006647,2104,859,681,195,5.8860363,11.348528,26.5684411,9,50,81
E01006854,1424,638,653,69,2.5510204,19.3253689,21.6292135,6,23,96
E01006857,1412,631,709,51,1.0690789,24.6983676,16.0764873,4,3,241
E01006703,1650,800,594,116,5.9309309,17.1012735,27.2121212,23,41,69
E01006687,2458,1037,1137,121,1.9280875,18.5109845,14.3612693,14,12,459
E01006693,1518,791,541,97,3.6632892,23.8126649,31.3570487,28,37,76
E01006710,1411,635,574,64,3.7785589,20.411056,24.734231,18,16,96
E01006778,2175,1075,823,153,4.4843049,15.3033088,28.3678161,38,60,130
E01006572,1262,538,459,80,3.9748954,14.6708961,25.9904913,9,20,87
E01006792,1357,565,611,58,1.7953321,26.7647059,16.5806927,6,5,226
E01006541,1474,760,666,73,5.1751592,20.5442177,26.3907734,11,21,172
E01006574,1528,628,607,74,2.6025237,20.3788374,24.8691099,15,33,126
E01006794,1596,714,728,61,1.0401189,26.0025063,18.6090226,10,9,282
E01006641,1645,634,861,108,3.33081,13.1227217,20.6079027,5,16,177
E01006800,1451,678,601,59,0.7240547,35.1239669,23.2253618,8,9,198
E01006543,1139,499,557,35,2.4291498,23.6587511,19.3151888,8,14,115
E01006544,1629,715,587,99,4.1666667,13.6196319,27.9312462,23,11,86
E01006858,1525,625,704,55,3.7068239,12.4590164,22.4918033,9,23,145
E01006859,1682,741,852,71,2.0209059,23.4979179,16.2901308,4,6,357
E01006860,1536,670,712,45,4.0849673,16.7317708,22.5911458,8,11,175
E01006861,1965,778,800,100,3.645461,8.3926755,22.697201,5,23,186
E01006862,2240,991,1202,53,2.4622272,13.2201876,18.8839286,9,18,334
E01006831,1359,684,661,49,3.0674847,19.205298,21.4128035,14,22,111
E01006833,2065,999,1134,74,2.4217366,13.5108959,16.9007264,18,10,250
E01006835,1323,622,630,63,2.8497409,23.4315949,20.9372638,8,13,161
E01006876,1379,661,662,54,3.9621016,17.8909091,25.0181291,20,25,124
E01006878,1284,645,610,33,2.5431426,21.8238504,26.5576324,16,19,113
E01006879,1455,609,652,63,4.0205304,14.9038462,23.9862543,4,15,134
E01006904,1641,673,741,67,3.0990174,18.4146341,21.0847044,13,19,157
E01006816,1753,728,635,74,4.3247344,11.4791548,26.4118654,5,30,64
E01006817,1452,646,498,54,4.6846847,13.1271478,31.7493113,10,37,66
E01006875,1343,545,555,51,2.9893925,13.2736764,22.6358898,12,18,60
E01006899,2163,868,1006,82,3.0671296,15.896488,26.2598243,13,21,189
E01007042,1303,549,607,72,1.0436433,22.0599539,20.0306984,4,7,152
E01006826,1202,589,409,51,1.9860973,27.4542429,30.78203,5,16,106
E01006827,1536,621,801,75,1.7001546,20.1434159,14.1276042,4,10,240
E01006828,2127,903,1021,87,2.3140496,25.9016393,16.3140574,4,8,341
E01006829,1706,719,859,64,1.3296011,23.2708089,16.4712778,6,8,290
E01006844,1616,806,700,63,4.2857143,13.6672851,27.0420792,15,36,88
E01006846,1437,617,647,54,1.0690789,27.9166667,23.6604036,6,11,126
E01006847,1976,779,795,115,3.9945836,11.8387909,23.937247,4,27,127
E01006848,1284,621,617,45,1.5151515,28.1811085,26.0903427,8,10,129
E01006896,1444,656,615,60,3.1323414,32.40805,23.7534626,12,13,121
E01006897,1460,659,716,53,2.2834646,27.4348422,19.7260274,2,9,155
E01006901,1471,633,824,64,1.8414732,18.1509177,16.0435078,18,11,191
E01006890,1394,613,656,55,1.8010292,22.7011494,24.1032999,14,9,165
E01006892,1356,569,633,62,1.6564952,24.704142,23.3038348,6,11,181
E01006893,1325,602,615,61,2.3529412,21.250942,19.5471698,7,11,147
E01006894,1367,635,528,64,1.8867925,33.8686131,23.0431602,6,10,135
E01006898,1739,789,750,72,3.0991736,24.0229885,23.0592294,7,16,181
E01006908,1322,623,505,53,4.1385948,15.7056146,27.3071104,11,17,64
E01006909,1321,497,423,77,5.5026455,10.9173616,25.8894777,4,29,49
E01006910,1879,818,821,74,3.6887995,15.6632925,24.1617882,3,31,134
E01006911,1446,622,647,50,2.7048528,32.6883207,23.0290456,3,11,116
E01033795,1485,567,914,92,2.1079258,6.5407957,12.996633,3,5,314
E01033796,1663,715,872,82,3.0075188,11.2379808,18.7011425,10,29,194
E01007012,1353,635,638,59,3.4354689,14.1272189,22.172949,18,7,154
E01007234,1498,704,731,76,3.0805687,19.2513369,24.0987984,14,12,231
E01007228,1399,675,504,51,2.2907489,26.7000716,32.0228735,8,13,95
E01007244,2153,938,952,114,4.0841584,8.4068741,24.6632606,17,17,198
E01006888,1193,507,518,52,1.4720314,32.3578595,16.093881,5,8,169
E01006889,1380,579,662,74,2.4472574,24.0377633,16.3043478,7,10,218
E01006891,1604,642,760,79,2.0089286,23.364486,21.5710723,6,9,213
E01006895,1399,644,501,49,1.4434643,43.4191702,23.5167977,4,3,197
E01006903,1441,740,567,55,2.807597,21.4583333,33.9347675,11,15,92
E01006905,1318,620,499,62,3.2110092,21.3798332,26.3277693,6,32,54
E01006907,1572,675,681,77,2.5056948,22.2292994,28.4351145,11,25,120
E01006913,1445,571,532,71,3.5650624,17.0006911,26.1591696,9,34,78
E01006912,1697,686,765,96,3.6418816,11.6539141,20.9781968,9,26,132
E01006830,1599,656,635,98,3.6734694,12.4530663,25.5159475,5,21,102
E01006906,1522,698,730,65,2.679275,19.0131579,24.5072273,10,21,137
E01032904,1850,707,932,106,1.9515478,17.4851592,15.5675676,6,13,239
E01006995,1341,513,608,64,2.0408163,21.6840537,19.9850858,3,4,184
E01032905,2824,1134,1529,136,0.8899297,11.8542109,13.8101983,7,16,444
E01007195,1608,662,731,69,1.7371601,25.6378345,17.10199,1,6,273
E01007013,1452,689,559,80,6.918239,12.0523416,27.1349862,30,24,99
E01007044,1444,622,615,65,0.9046053,32.4305556,19.2520776,7,9,177
E01007259,1190,484,540,50,1.6276704,26.4261745,14.8739496,3,3,169
E01006967,1727,886,689,63,3.3557047,19.6759259,30.283729,20,27,139
E01007045,1184,479,582,47,1.6881827,26.3513514,14.9493243,3,2,161
E01007236,1321,581,600,58,2.919708,22.4164134,24.0726722,10,2,136
E01006997,1498,634,754,74,3.6912752,14.2665774,18.4245661,15,11,169
E01007261,1321,603,516,44,1.5424165,40.0907716,20.2876609,2,2,193
E01007067,1411,606,736,51,1.4516129,27.9432624,18.355776,7,2,223
E01007199,1503,608,661,66,0.5582137,29.6937417,15.5023287,3,4,262
E01007007,1280,688,429,65,4.2533081,15.3786105,34.140625,7,17,72
E01007041,1393,576,710,66,1.7035775,20.1289398,19.88514,5,13,196
E01007307,1683,715,808,85,2.2440393,23.4839477,18.9542484,8,3,281
E01006999,1587,707,685,91,2.8330781,23.6957888,22.2432262,12,12,150
E01007068,1142,477,558,47,0.8264463,27.0104895,15.323993,4,5,178
E01007264,1348,652,570,44,1.4370245,35.3333333,19.3620178,7,1,182
E01007222,1526,700,748,72,3.0046225,23.5448005,21.559633,12,9,185
E01007308,1410,725,588,47,2.3866348,35.841022,19.5744681,8,7,202
E01007043,1360,606,619,48,0.8673027,29.0322581,20.3676471,8,9,186
E01007008,1322,648,492,61,4.730369,13.2575758,28.214826,22,46,85
E01007069,1445,670,639,61,2.1311475,25.6747405,21.1764706,12,20,180
E01007000,1521,604,665,79,2.6315789,15.1017728,20.3813281,17,21,123
E01007223,1410,626,746,63,1.6608392,14.2045455,19.2198582,7,3,197
E01007266,1510,612,695,80,0.6552007,23.2604374,15.5629139,0,4,239
E01007312,1474,656,692,63,2.078138,22.0258328,20.963365,15,4,203
E01007046,1781,727,947,66,2.140884,16.741573,19.2026951,6,14,277
E01007009,1790,927,683,90,4.5602606,18.1919643,33.4636872,44,17,133
E01007070,1412,595,634,50,1.7529215,31.6087881,17.4220963,9,11,211
E01007010,1575,693,692,66,5.6916996,9.8350254,24.3174603,9,51,143
E01007267,1414,632,688,67,1.910299,25.3003534,18.5289958,13,4,217
E01007313,1561,790,688,75,1.1269722,26.6451613,25.1121076,15,10,183
E01007101,1423,601,658,46,2.4659864,27.9887482,17.0063247,5,9,202
E01007001,1680,710,778,87,2.9907975,17.0833333,25.1785714,13,27,145
E01007053,1328,560,660,77,1.9981835,17.7710843,23.3433735,6,12,167
E01007193,1644,736,636,66,1.6713092,35.9707851,23.783455,12,12,255
E01006960,1154,449,548,76,3.6548223,24.0660295,18.9774697,3,7,140
E01007268,1293,650,477,50,1.7574692,39.1808346,23.2018561,5,7,162
E01007315,1482,615,751,71,2.3966942,19.7846568,16.4642375,6,6,226
E01007095,1560,700,752,70,2.0989505,28.8560411,18.0128205,5,8,209
E01007002,2048,908,1015,88,1.6033254,21.5859031,18.75,3,15,263
E01007084,1249,526,672,54,1.4150943,18.9102564,16.5732586,14,10,220
E01006961,1595,691,688,79,3.6501901,16.8335419,26.7084639,22,24,137
E01007194,1484,665,637,73,2.0048115,27.3584906,23.787062,14,6,217
E01007163,2257,915,1128,121,1.9459459,19.6989819,18.0327869,13,8,281
E01007211,1162,501,566,49,2.0470829,24.8062016,21.0843373,4,7,158
E01007096,1286,566,575,52,1.6666667,29.2379471,17.8849145,3,8,164
E01006928,1437,593,693,72,1.8945634,25.1214434,15.5880306,4,2,269
E01006941,1541,690,741,46,1.9345238,28.5992218,20.8306295,9,7,275
E01006962,1394,647,657,58,3.7703513,20.9169054,25.6814921,14,32,155
E01007245,1446,631,713,64,2.0627063,26.0179434,17.8423237,11,5,180
E01006935,1649,700,773,88,2.4336283,21.7049577,18.1322013,8,8,261
E01007200,1621,649,766,74,1.4869888,25.1082251,15.484269,1,4,314
E01007100,1326,589,629,49,1.6057092,26.8825301,18.4012066,10,5,209
E01006942,1461,639,746,94,3.1784841,18.125855,17.5906913,16,12,276
E01006963,1724,696,653,105,8.6353123,8.4971098,22.099768,26,45,104
E01007235,1513,592,698,84,1.6666667,18.6507937,18.3079974,9,8,175
E01007246,1398,586,667,53,1.1130137,25.7695061,19.1702432,8,6,153
E01006971,1604,792,533,43,1.5950069,43.159204,29.1147132,14,6,196
E01007201,1463,621,695,55,2.2369511,21.872864,18.7286398,5,6,261
E01033799,1470,592,735,49,2.2441652,15.7823129,14.4217687,7,5,237
E01006954,1530,684,696,60,1.9622642,29.653821,24.9019608,8,10,243
E01006965,1515,585,661,83,2.6778243,15.653897,23.1683168,6,32,141
E01007310,1317,525,644,66,2.9493088,20.9284627,16.4768413,3,3,221
E01007247,1635,659,783,65,2.238806,24.0366972,18.8990826,7,6,194
E01007252,1473,643,749,52,2.2653722,20.8813559,18.0583842,10,7,177
E01007249,1304,585,565,70,2.8128031,16.6538757,25.3067485,13,17,74
E01007251,1092,511,515,31,1.6483516,23.5996327,19.1391941,7,7,124
E01007257,1296,594,478,60,3.2128514,19.4594595,28.8580247,18,13,79
E01007303,1488,707,586,67,2.2998296,17.4379611,29.7043011,14,20,67
E01007304,1550,635,579,88,3.0859049,17.8893179,31.7419355,10,33,76
E01007196,1587,782,636,58,2.1818182,37.2400756,23.3774417,9,10,242
E01007197,1635,664,714,80,2.1212121,25.3667482,14.0061162,4,4,297
E01007198,1587,800,731,82,2.2438295,24.9054224,18.9035917,9,8,283
E01007263,1446,633,590,70,3.1141869,20.9254144,26.2793914,2,11,157
E01007282,1324,642,600,69,2.430243,26.6616314,18.9577039,5,6,225
E01007175,1974,904,733,122,3.6159601,15.2756702,34.1438703,24,21,102
E01007290,1962,936,698,98,3.2745592,16.5310275,36.2895005,16,23,118
E01007293,1607,761,483,98,5.2066116,13.2462687,34.7230865,7,42,46
E01007295,1688,727,737,110,6.2355658,8.8443396,25.7701422,9,20,138
E01007296,1703,842,700,93,3.9423806,11.7508813,26.3065179,23,25,114
E01007258,1399,633,608,62,2.0869565,28.9079229,14.9392423,3,6,207
E01007260,1561,637,687,84,1.933488,26.0230179,14.7341448,4,7,258
E01007262,1496,655,652,69,2.3400936,30.013369,15.5080214,5,2,270
E01007281,1340,591,558,57,2.166065,31.7910448,15.5970149,3,6,287
E01007283,1231,479,494,53,1.9961977,34.0650407,15.5158408,2,2,228
E01007173,1525,590,683,95,2.1969081,21.3910761,21.7704918,5,7,179
E01007174,1702,727,846,53,3.1617647,16.1971831,18.8601645,10,15,183
E01007176,1632,767,697,78,3.2233308,15.0030618,29.2279412,18,15,120
E01007177,1541,667,655,77,2.6807474,19.5989651,26.2167424,6,15,151
E01007178,1587,710,678,74,5.0535988,20.3272498,26.0869565,8,10,151
E01007248,1484,595,687,76,2.9505582,25.7565568,17.7897574,19,1,216
E01007250,1365,559,658,75,1.5775635,24.981685,18.4615385,0,6,179
E01007253,1591,742,690,80,2.4199844,18.628068,22.8158391,10,16,167
E01007254,1618,640,752,54,1.9316493,25.7884972,17.3671199,3,4,234
E01007115,1557,660,725,95,2.3715415,19.6015424,21.0019268,9,11,188
E01007138,1754,804,687,75,2.9282577,16.5906499,29.5324971,12,23,120
E01007139,1608,708,753,68,2.8081123,13.1546135,25,21,18,151
E01007141,1609,864,711,66,2.7456647,26.6334785,25.6059664,7,16,194
E01007289,1627,649,533,67,4.4091711,9.1911765,29.1333743,5,26,62
E01007111,1470,580,738,88,1.9339243,21.6530055,14.3537415,0,1,249
E01007112,1513,656,744,75,1.5974441,20.0925314,21.5465962,13,6,197
E01007113,1309,578,608,64,2.9304029,23.7366003,16.6539343,4,4,215
E01007114,1483,572,660,77,2.6714159,13.2928475,20.9710047,8,8,150
E01033800,1687,621,670,55,1.8455229,24.4536326,28.2157676,6,8,202
E01007311,1397,600,684,50,1.1754828,24.8567335,17.3228346,5,2,217
E01007104,1388,566,673,61,1.3611615,20.0432588,17.074928,9,10,291
E01006966,1653,714,718,68,3.6462374,16.1622276,22.323049,16,12,176
E01007202,1375,681,635,57,2.5510204,22.5054625,25.0909091,10,7,191
E01006946,1389,721,548,46,2.0441537,37.1490281,22.1022318,6,9,125
E01007074,1406,614,685,69,2.5854879,21.5198864,22.0483642,7,13,190
E01007109,1495,661,766,72,2.4610336,20.3877005,18.5953177,17,8,294
E01007314,1415,590,694,62,2.3767606,17.7840508,20,7,4,211
E01007125,1594,760,673,91,3.7296037,17.0532915,25.7214555,28,18,112
E01006972,1522,877,461,42,2.2932592,53.8764783,29.434954,10,8,156
E01007316,1491,596,681,81,1.3776337,23.3870968,17.2367539,7,7,213
E01007215,1472,745,489,67,4.9916805,25.2552757,32.7445652,14,12,115
E01007216,1548,711,669,84,3.6682616,18.1112549,25.3229974,22,6,167
E01007219,1495,599,651,84,2.3198012,15.7190635,26.8227425,8,10,144
E01007220,1394,594,487,113,6.1068702,11.3896848,28.0487805,15,20,90
E01007275,1428,642,590,74,3.0685921,15.1154654,28.0812325,19,22,112
E01007203,1927,842,970,89,2.864259,19.2107996,19.7716658,14,8,255
E01007205,1622,616,704,101,3.2414911,12.9012346,27.5585697,10,20,115
E01007210,2020,868,814,92,2.2006472,14.858841,27.029703,17,17,148
E01007309,1480,601,722,64,1.2820513,24.4745763,18.0405405,8,4,246
E01007212,1440,613,713,76,2.0458265,22.1681723,21.9444444,13,11,182
E01007213,1475,649,682,59,2.2870662,27.2603671,20.6779661,5,6,177
E01007214,1545,690,651,76,3.270646,17.7993528,25.7605178,17,9,141
E01007217,1675,847,763,77,2.8199566,16.4776119,25.2537313,27,25,159
E01007276,1487,595,660,80,2.3275862,16.2853297,24.2098184,13,15,136
E01007272,1424,596,494,63,3.751234,11.8930331,26.6853933,15,14,76
E01007273,1313,623,457,55,6.2124248,12.8224583,28.1797411,10,28,60
E01007274,1367,662,454,61,6.0869565,13.215859,31.8946598,13,22,72
E01007277,1389,602,528,61,3.597786,16.6546503,29.4456443,19,16,86
E01007278,1464,619,561,80,2.8756957,13.0553657,27.5956284,19,22,98
E01007204,1723,668,563,102,3.2939189,9.1120139,30.6442252,12,25,75
E01007206,1845,750,904,93,2.60631,13.7520303,22.9810298,13,17,215
E01007207,1408,680,448,54,3.2051282,21.6062544,35.7954545,6,23,67
E01007048,1652,622,695,107,5.4487179,9.5093882,23.2445521,11,20,128
E01007097,1493,644,700,54,2.4859663,28.6577181,17.8164769,8,6,209
E01007028,1414,605,675,55,2.233677,22.8490832,19.8019802,6,14,142
E01007209,1416,717,528,53,3.2618026,26.9964664,31.8502825,13,17,85
E01007269,1706,782,704,82,4.3576258,11.5023474,28.4290739,21,24,122
E01007270,1743,822,624,69,3.8834951,11.7545872,32.9317269,21,23,95
E01007271,1589,759,660,78,5.4892601,15.1038389,28.5714286,13,13,115
E01034836,1256,519,481,76,3.3695652,10.9076433,26.2738854,10,23,72
E01034837,1634,753,760,83,3.2407407,15.4506438,23.378213,15,16,134
E01007120,1374,538,542,79,2.1235521,14.1818182,24.5997089,6,16,126
E01007121,1481,680,516,79,6.2831858,11.8999324,27.9540851,11,18,55
E01007122,1556,752,531,97,5.1390059,13.5135135,31.1053985,13,23,65
E01007123,1603,669,631,59,3.9148936,12.3987539,26.0761073,22,26,82
E01007124,1687,689,528,76,4.0643522,12.8706999,30.5868405,8,39,71
E01007208,1663,754,707,86,2.696793,24.3990385,25.616356,13,12,161
E01007221,1472,646,669,64,1.5434606,23.2494901,21.4673913,10,14,160
E01007225,2098,885,979,67,1.3582343,27.6108727,20.3050524,9,13,272
E01007227,1522,676,634,89,3.0424339,20.5901639,30.5519054,17,10,121
E01007156,1519,671,740,90,1.9475655,24.4561635,25.6089533,13,18,198
E01007098,1640,717,779,54,2.2677396,26.2355095,19.2682927,9,5,255
E01007054,1325,602,576,50,4.2572464,20.5283019,25.1320755,14,10,148
E01006973,1559,679,512,70,2.3776224,44.6658098,26.8762027,2,6,208
E01007157,1495,601,770,84,1.8914474,16.1311914,17.1906355,5,14,183
E01007099,1531,686,614,60,1.3254786,40.1698236,25.4735467,7,10,220
E01007087,1337,617,551,50,5.9687787,15.7816006,29.2445774,14,24,98
E01006974,1502,664,614,54,3.2477341,34.7101932,16.045273,7,3,278
E01007029,1162,604,405,28,1.3133208,49.6974935,25.1290878,7,1,112
E01007158,1530,694,700,61,2.4012393,25.6376717,20.6535948,14,10,224
E01007065,1280,491,642,57,2.4131274,18.2955434,16.40625,2,4,153
E01006929,1483,618,728,90,2.4308466,17.4410774,18.6109238,6,15,176
E01007088,1239,598,587,43,3.2802249,18.7903226,27.1186441,5,15,140
E01007030,1556,636,773,64,2.7914614,16.6880616,19.344473,7,12,156
E01007159,1950,790,923,90,1.4101778,25.2956298,19.1282051,2,8,309
E01006930,1423,627,679,65,1.3961606,19.7609001,19.8875615,10,16,134
E01007090,1266,561,544,64,2.8513238,11.6719243,27.6461295,9,16,97
E01007066,1438,591,749,66,2.5316456,18.7456446,17.2461752,7,7,224
E01007036,1165,528,502,42,1.1753183,35.0214592,20.6008584,5,6,112
E01007127,1630,714,561,86,3.4825871,9.2411261,29.202454,14,32,69
E01006955,1594,630,851,93,2.3201856,15.4956085,16.6875784,11,10,268
E01007071,1413,587,681,62,1.8181818,27.5813296,17.9759377,7,7,250
E01006947,1372,619,606,58,1.907131,33.0415755,19.7521866,2,3,154
E01007128,1691,916,465,88,4.4476327,18.4397163,34.5357776,17,37,70
E01007072,1376,678,560,33,0.7431874,38.6511965,20.9302326,10,6,203
E01006931,1515,652,743,76,1.1093502,22.4274406,18.019802,6,6,224
E01007031,1370,578,635,62,2.0122485,23.4011628,18.2481752,8,7,166
E01006956,1578,791,871,84,3.5555556,12.4133585,18.6945501,25,14,271
E01007129,1448,722,561,66,3.5323802,12.2153209,29.9033149,16,17,115
E01007073,1242,485,640,59,1.6299137,21.900161,14.8953301,1,4,225
E01006932,1402,584,684,89,1.7298188,24.6252677,14.5506419,1,4,240
E01007032,1355,574,628,71,1.5831135,28.2127031,17.4169742,3,5,188
E01006958,1537,801,689,51,4.9612403,20.8062419,26.0897853,24,21,214
